id,psgcCode,citymunDesc,regDesc,provCode,citymunCode
683,60406000,Ibajay,06,0604,060406
684,60407000,Kalibo (Capital),06,0604,060407
685,60408000,Lezo,06,0604,060408
686,60409000,Libacao,06,0604,060409
687,60410000,Madalag,06,0604,060410
688,60411000,Makato,06,0604,060411
689,60412000,Malay,06,0604,060412
690,60413000,Malinao,06,0604,060413
691,60414000,Nabas,06,0604,060414
692,60415000,New Washington,06,0604,060415
693,60416000,Numancia,06,0604,060416
694,60417000,Tangalan,06,0604,060417
695,60601000,Anini-Y,06,0606,060601
696,60602000,Barbaza,06,0606,060602
697,60603000,Belison,06,0606,060603
698,60604000,Bugasong,06,0606,060604
699,60605000,Caluya,06,0606,060605
700,60606000,Culasi,06,0606,060606
701,60607000,Tobias Fornier (Dao),06,0606,060607
702,60608000,Hamtic,06,0606,060608
703,60609000,Laua-An,06,0606,060609
704,60610000,Libertad,06,0606,060610
705,60611000,Pandan,06,0606,060611
706,60612000,Patnongon,06,0606,060612
707,60613000,San Jose (Capital),06,0606,060613
708,60614000,San Remigio,06,0606,060614
709,60615000,Sebaste,06,0606,060615
710,60616000,Sibalom,06,0606,060616
711,60617000,Tibiao,06,0606,060617
712,60618000,Valderrama,06,0606,060618
713,61901000,Cuartero,06,0619,061901
714,61902000,Dao,06,0619,061902
715,61903000,Dumalag,06,0619,061903
716,61904000,Dumarao,06,0619,061904
717,61905000,Ivisan,06,0619,061905
718,61906000,Jamindan,06,0619,061906
719,61907000,Ma-Ayon,06,0619,061907
720,61908000,Mambusao,06,0619,061908
721,61909000,Panay,06,0619,061909
722,61910000,Panitan,06,0619,061910
723,61911000,Pilar,06,0619,061911
724,61912000,Pontevedra,06,0619,061912
725,61913000,President Roxas,06,0619,061913
726,61914000,Roxas City (Capital),06,0619,061914
727,61915000,Sapi-An,06,0619,061915
728,61916000,Sigma,06,0619,061916
729,61917000,Tapaz,06,0619,061917
730,63001000,Ajuy,06,0630,063001
731,63002000,Alimodian,06,0630,063002
732,63003000,Anilao,06,0630,063003
733,63004000,Badiangan,06,0630,063004
734,63005000,Balasan,06,0630,063005
735,63006000,Banate,06,0630,063006
736,63007000,Barotac Nuevo,06,0630,063007
737,63008000,Barotac Viejo,06,0630,063008
738,63009000,Batad,06,0630,063009
739,63010000,Bingawan,06,0630,063010
740,63012000,Cabatuan,06,0630,063012
741,63013000,Calinog,06,0630,063013
742,63014000,Carles,06,0630,063014
743,63015000,Concepcion,06,0630,063015
744,63016000,Dingle,06,0630,063016
745,63017000,Due?As,06,0630,063017
746,63018000,Dumangas,06,0630,063018
747,63019000,Estancia,06,0630,063019
748,63020000,Guimbal,06,0630,063020
749,63021000,Igbaras,06,0630,063021
750,63022000,Iloilo City (Capital),06,0630,063022
751,63023000,Janiuay,06,0630,063023
752,63025000,Lambunao,06,0630,063025
753,63026000,Leganes,06,0630,063026
754,63027000,Lemery,06,0630,063027
755,63028000,Leon,06,0630,063028
756,63029000,Maasin,06,0630,063029
757,63030000,Miagao,06,0630,063030
758,63031000,Mina,06,0630,063031
759,63032000,New Lucena,06,0630,063032
760,63034000,Oton,06,0630,063034
761,63035000,City Of Passi,06,0630,063035
762,63036000,Pavia,06,0630,063036
763,63037000,Pototan,06,0630,063037
764,63038000,San Dionisio,06,0630,063038
765,63039000,San Enrique,06,0630,063039
766,63040000,San Joaquin,06,0630,063040
767,63041000,San Miguel,06,0630,063041
768,63042000,San Rafael,06,0630,063042
769,63043000,Santa Barbara,06,0630,063043
770,63044000,Sara,06,0630,063044
771,63045000,Tigbauan,06,0630,063045
772,63046000,Tubungan,06,0630,063046
773,63047000,Zarraga,06,0630,063047
774,64501000,Bacolod City (Capital),06,0645,064501
775,64502000,Bago City,06,0645,064502
776,64503000,Binalbagan,06,0645,064503
777,64504000,Cadiz City,06,0645,064504
778,64505000,Calatrava,06,0645,064505
779,64506000,Candoni,06,0645,064506
780,64507000,Cauayan,06,0645,064507
781,64508000,Enrique B. Magalona (Saravia),06,0645,064508
782,64509000,City Of Escalante,06,0645,064509
783,64510000,City Of Himamaylan,06,0645,064510
784,64511000,Hinigaran,06,0645,064511
785,64512000,Hinoba-An (Asia),06,0645,064512
786,64513000,Ilog,06,0645,064513
787,64514000,Isabela,06,0645,064514
788,64515000,City Of Kabankalan,06,0645,064515
789,64516000,La Carlota City,06,0645,064516
790,64517000,La Castellana,06,0645,064517
791,64518000,Manapla,06,0645,064518
792,64519000,Moises Padilla (Magallon),06,0645,064519
793,64520000,Murcia,06,0645,064520
794,64521000,Pontevedra,06,0645,064521
795,64522000,Pulupandan,06,0645,064522
796,64523000,Sagay City,06,0645,064523
797,64524000,San Carlos City,06,0645,064524
798,64525000,San Enrique,06,0645,064525
799,64526000,Silay City,06,0645,064526
800,64527000,City Of Sipalay,06,0645,064527
801,64528000,City Of Talisay,06,0645,064528
802,64529000,Toboso,06,0645,064529
803,64530000,Valladolid,06,0645,064530
804,64531000,City Of Victorias,06,0645,064531
805,64532000,Salvador Benedicto,06,0645,064532
806,67901000,Buenavista,06,0679,067901
807,67902000,Jordan (Capital),06,0679,067902
808,67903000,Nueva Valencia,06,0679,067903
809,67904000,San Lorenzo,06,0679,067904
810,67905000,Sibunag,06,0679,067905
811,71201000,Alburquerque,07,0712,071201
812,71202000,Alicia,07,0712,071202
813,71203000,Anda,07,0712,071203
814,71204000,Antequera,07,0712,071204
815,71205000,Baclayon,07,0712,071205
816,71206000,Balilihan,07,0712,071206
817,71207000,Batuan,07,0712,071207
818,71208000,Bilar,07,0712,071208
819,71209000,Buenavista,07,0712,071209
820,71210000,Calape,07,0712,071210
821,71211000,Candijay,07,0712,071211
822,71212000,Carmen,07,0712,071212
823,71213000,Catigbian,07,0712,071213
824,71214000,Clarin,07,0712,071214
825,71215000,Corella,07,0712,071215
826,71216000,Cortes,07,0712,071216
827,71217000,Dagohoy,07,0712,071217
828,71218000,Danao,07,0712,071218
829,71219000,Dauis,07,0712,071219
830,71220000,Dimiao,07,0712,071220
831,71221000,Duero,07,0712,071221
832,71222000,Garcia Hernandez,07,0712,071222
833,71223000,Guindulman,07,0712,071223
834,71224000,Inabanga,07,0712,071224
835,71225000,Jagna,07,0712,071225
836,71226000,Jetafe,07,0712,071226
837,71227000,Lila,07,0712,071227
838,71228000,Loay,07,0712,071228
839,71229000,Loboc,07,0712,071229
840,71230000,Loon,07,0712,071230
841,71231000,Mabini,07,0712,071231
842,71232000,Maribojoc,07,0712,071232
843,71233000,Panglao,07,0712,071233
844,71234000,Pilar,07,0712,071234
845,71235000,Pres. Carlos P. Garcia (Pitogo),07,0712,071235
846,71236000,Sagbayan (Borja),07,0712,071236
847,71237000,San Isidro,07,0712,071237
848,71238000,San Miguel,07,0712,071238
849,71239000,Sevilla,07,0712,071239
850,71240000,Sierra Bullones,07,0712,071240
851,71241000,Sikatuna,07,0712,071241
852,71242000,Tagbilaran City (Capital),07,0712,071242
853,71243000,Talibon,07,0712,071243
854,71244000,Trinidad,07,0712,071244
855,71245000,Tubigon,07,0712,071245
856,71246000,Ubay,07,0712,071246
857,71247000,Valencia,07,0712,071247
858,71248000,Bien Unido,07,0712,071248
859,72201000,Alcantara,07,0722,072201
860,72202000,Alcoy,07,0722,072202
861,72203000,Alegria,07,0722,072203
862,72204000,Aloguinsan,07,0722,072204
863,72205000,Argao,07,0722,072205
864,72206000,Asturias,07,0722,072206
865,72207000,Badian,07,0722,072207
866,72208000,Balamban,07,0722,072208
867,72209000,Bantayan,07,0722,072209
868,72210000,Barili,07,0722,072210
869,72211000,City Of Bogo,07,0722,072211
870,72212000,Boljoon,07,0722,072212
871,72213000,Borbon,07,0722,072213
872,72214000,City Of Carcar,07,0722,072214
873,72215000,Carmen,07,0722,072215
874,72216000,Catmon,07,0722,072216
875,72217000,Cebu City (Capital),07,0722,072217
876,72218000,Compostela,07,0722,072218
877,72219000,Consolacion,07,0722,072219
878,72220000,Cordova,07,0722,072220
879,72221000,Daanbantayan,07,0722,072221
880,72222000,Dalaguete,07,0722,072222
881,72223000,Danao City,07,0722,072223
882,72224000,Dumanjug,07,0722,072224
883,72225000,Ginatilan,07,0722,072225
884,72226000,Lapu-Lapu City (Opon),07,0722,072226
885,72227000,Liloan,07,0722,072227
886,72228000,Madridejos,07,0722,072228
887,72229000,Malabuyoc,07,0722,072229
888,72230000,Mandaue City,07,0722,072230
889,72231000,Medellin,07,0722,072231
890,72232000,Minglanilla,07,0722,072232
891,72233000,Moalboal,07,0722,072233
892,72234000,City Of Naga,07,0722,072234
893,72235000,Oslob,07,0722,072235
894,72236000,Pilar,07,0722,072236
895,72237000,Pinamungahan,07,0722,072237
896,72238000,Poro,07,0722,072238
897,72239000,Ronda,07,0722,072239
898,72240000,Samboan,07,0722,072240
899,72241000,San Fernando,07,0722,072241
900,72242000,San Francisco,07,0722,072242
901,72243000,San Remigio,07,0722,072243
902,72244000,Santa Fe,07,0722,072244
903,72245000,Santander,07,0722,072245
904,72246000,Sibonga,07,0722,072246
905,72247000,Sogod,07,0722,072247
906,72248000,Tabogon,07,0722,072248
907,72249000,Tabuelan,07,0722,072249
908,72250000,City Of Talisay,07,0722,072250
909,72251000,Toledo City,07,0722,072251
910,72252000,Tuburan,07,0722,072252
911,72253000,Tudela,07,0722,072253
912,74601000,Amlan (Ayuquitan),07,0746,074601
913,74602000,Ayungon,07,0746,074602
914,74603000,Bacong,07,0746,074603
915,74604000,Bais City,07,0746,074604
916,74605000,Basay,07,0746,074605
917,74606000,City Of Bayawan (Tulong),07,0746,074606
918,74607000,Bindoy (Payabon),07,0746,074607
919,74608000,Canlaon City,07,0746,074608
920,74609000,Dauin,07,0746,074609
921,74610000,Dumaguete City (Capital),07,0746,074610
922,74611000,City Of Guihulngan,07,0746,074611
923,74612000,Jimalalud,07,0746,074612
924,74613000,La Libertad,07,0746,074613
925,74614000,Mabinay,07,0746,074614
926,74615000,Manjuyod,07,0746,074615
927,74616000,Pamplona,07,0746,074616
928,74617000,San Jose,07,0746,074617
929,74618000,Santa Catalina,07,0746,074618
930,74619000,Siaton,07,0746,074619
931,74620000,Sibulan,07,0746,074620
932,74621000,City Of Tanjay,07,0746,074621
933,74622000,Tayasan,07,0746,074622
934,74623000,Valencia (Luzurriaga),07,0746,074623
935,74624000,Vallehermoso,07,0746,074624
936,74625000,Zamboanguita,07,0746,074625
937,76101000,Enrique Villanueva,07,0761,076101
938,76102000,Larena,07,0761,076102
939,76103000,Lazi,07,0761,076103
940,76104000,Maria,07,0761,076104
941,76105000,San Juan,07,0761,076105
942,76106000,Siquijor (Capital),07,0761,076106
943,82601000,Arteche,08,0826,082601
944,82602000,Balangiga,08,0826,082602
945,82603000,Balangkayan,08,0826,082603
946,82604000,City Of Borongan (Capital),08,0826,082604
947,82605000,Can-Avid,08,0826,082605
948,82606000,Dolores,08,0826,082606
949,82607000,General Macarthur,08,0826,082607
950,82608000,Giporlos,08,0826,082608
951,82609000,Guiuan,08,0826,082609
952,82610000,Hernani,08,0826,082610
953,82611000,Jipapad,08,0826,082611
954,82612000,Lawaan,08,0826,082612
955,82613000,Llorente,08,0826,082613
956,82614000,Maslog,08,0826,082614
957,82615000,Maydolong,08,0826,082615
958,82616000,Mercedes,08,0826,082616
959,82617000,Oras,08,0826,082617
960,82618000,Quinapondan,08,0826,082618
961,82619000,Salcedo,08,0826,082619
962,82620000,San Julian,08,0826,082620
963,82621000,San Policarpo,08,0826,082621
964,82622000,Sulat,08,0826,082622
965,82623000,Taft,08,0826,082623
966,83701000,Abuyog,08,0837,083701
967,83702000,Alangalang,08,0837,083702
968,83703000,Albuera,08,0837,083703
969,83705000,Babatngon,08,0837,083705
970,83706000,Barugo,08,0837,083706
971,83707000,Bato,08,0837,083707
972,83708000,City Of Baybay,08,0837,083708
973,83710000,Burauen,08,0837,083710
974,83713000,Calubian,08,0837,083713
975,83714000,Capoocan,08,0837,083714
976,83715000,Carigara,08,0837,083715
977,83717000,Dagami,08,0837,083717
978,83718000,Dulag,08,0837,083718
979,83719000,Hilongos,08,0837,083719
980,83720000,Hindang,08,0837,083720
981,83721000,Inopacan,08,0837,083721
982,83722000,Isabel,08,0837,083722
983,83723000,Jaro,08,0837,083723
984,83724000,Javier (Bugho),08,0837,083724
985,83725000,Julita,08,0837,083725
986,83726000,Kananga,08,0837,083726
987,83728000,La Paz,08,0837,083728
988,83729000,Leyte,08,0837,083729
989,83730000,Macarthur,08,0837,083730
990,83731000,Mahaplag,08,0837,083731
991,83733000,Matag-Ob,08,0837,083733
992,83734000,Matalom,08,0837,083734
993,83735000,Mayorga,08,0837,083735
994,83736000,Merida,08,0837,083736
995,83738000,Ormoc City,08,0837,083738
996,83739000,Palo,08,0837,083739
997,83740000,Palompon,08,0837,083740
998,83741000,Pastrana,08,0837,083741
999,83742000,San Isidro,08,0837,083742
1000,83743000,San Miguel,08,0837,083743
1001,83744000,Santa Fe,08,0837,083744
1002,83745000,Tabango,08,0837,083745
1003,83746000,Tabontabon,08,0837,083746
1004,83747000,Tacloban City (Capital),08,0837,083747
1005,83748000,Tanauan,08,0837,083748
1006,83749000,Tolosa,08,0837,083749
1007,83750000,Tunga,08,0837,083750
1008,83751000,Villaba,08,0837,083751
1009,84801000,Allen,08,0848,084801
1010,84802000,Biri,08,0848,084802
1011,84803000,Bobon,08,0848,084803
1012,84804000,Capul,08,0848,084804
1013,84805000,Catarman (Capital),08,0848,084805
1014,84806000,Catubig,08,0848,084806
1015,84807000,Gamay,08,0848,084807
1016,84808000,Laoang,08,0848,084808
1017,84809000,Lapinig,08,0848,084809
1018,84810000,Las Navas,08,0848,084810
1019,84811000,Lavezares,08,0848,084811
1020,84812000,Mapanas,08,0848,084812
1021,84813000,Mondragon,08,0848,084813
1022,84814000,Palapag,08,0848,084814
1023,84815000,Pambujan,08,0848,084815
1024,84816000,Rosario,08,0848,084816
1025,84817000,San Antonio,08,0848,084817
1026,84818000,San Isidro,08,0848,084818
1027,84819000,San Jose,08,0848,084819
1028,84820000,San Roque,08,0848,084820
1029,84821000,San Vicente,08,0848,084821
1030,84822000,Silvino Lobos,08,0848,084822
1031,84823000,Victoria,08,0848,084823
1032,84824000,Lope De Vega,08,0848,084824
1033,86001000,Almagro,08,0860,086001
1034,86002000,Basey,08,0860,086002
1035,86003000,Calbayog City,08,0860,086003
1036,86004000,Calbiga,08,0860,086004
1037,86005000,City Of Catbalogan (Capital),08,0860,086005
1038,86006000,Daram,08,0860,086006
1039,86007000,Gandara,08,0860,086007
1040,86008000,Hinabangan,08,0860,086008
1041,86009000,Jiabong,08,0860,086009
1042,86010000,Marabut,08,0860,086010
1043,86011000,Matuguinao,08,0860,086011
1044,86012000,Motiong,08,0860,086012
1045,86013000,Pinabacdao,08,0860,086013
1046,86014000,San Jose De Buan,08,0860,086014
1047,86015000,San Sebastian,08,0860,086015
1048,86016000,Santa Margarita,08,0860,086016
1049,86017000,Santa Rita,08,0860,086017
1050,86018000,Santo Ni?O,08,0860,086018
1051,86019000,Talalora,08,0860,086019
1052,86020000,Tarangnan,08,0860,086020
1053,86021000,Villareal,08,0860,086021
1054,86022000,Paranas (Wright),08,0860,086022
1055,86023000,Zumarraga,08,0860,086023
1056,86024000,Tagapul-An,08,0860,086024
1057,86025000,San Jorge,08,0860,086025
1058,86026000,Pagsanghan,08,0860,086026
1059,86401000,Anahawan,08,0864,086401
1060,86402000,Bontoc,08,0864,086402
1061,86403000,Hinunangan,08,0864,086403
1062,86404000,Hinundayan,08,0864,086404
1063,86405000,Libagon,08,0864,086405
1064,86406000,Liloan,08,0864,086406
1065,86407000,City Of Maasin (Capital),08,0864,086407
1066,86408000,Macrohon,08,0864,086408
1067,86409000,Malitbog,08,0864,086409
1068,86410000,Padre Burgos,08,0864,086410
1069,86411000,Pintuyan,08,0864,086411
1070,86412000,Saint Bernard,08,0864,086412
1071,86413000,San Francisco,08,0864,086413
1072,86414000,San Juan (Cabalian),08,0864,086414
1073,86415000,San Ricardo,08,0864,086415
1074,86416000,Silago,08,0864,086416
1075,86417000,Sogod,08,0864,086417
1076,86418000,Tomas Oppus,08,0864,086418
1077,86419000,Limasawa,08,0864,086419
1078,87801000,Almeria,08,0878,087801
1079,87802000,Biliran,08,0878,087802
1080,87803000,Cabucgayan,08,0878,087803
1081,87804000,Caibiran,08,0878,087804
1082,87805000,Culaba,08,0878,087805
1083,87806000,Kawayan,08,0878,087806
1084,87807000,Maripipi,08,0878,087807
1085,87808000,Naval (Capital),08,0878,087808
1086,97201000,Dapitan City,09,0972,097201
1087,97202000,Dipolog City (Capital),09,0972,097202
1088,97203000,Katipunan,09,0972,097203
1089,97204000,La Libertad,09,0972,097204
1090,97205000,Labason,09,0972,097205
1091,97206000,Liloy,09,0972,097206
1092,97207000,Manukan,09,0972,097207
1093,97208000,Mutia,09,0972,097208
1094,97209000,Pi?An (New Pi?An),09,0972,097209
1095,97210000,Polanco,09,0972,097210
1096,97211000,Pres. Manuel A. Roxas,09,0972,097211
1097,97212000,Rizal,09,0972,097212
1098,97213000,Salug,09,0972,097213
1099,97214000,Sergio Osme?A Sr.,09,0972,097214
1100,97215000,Siayan,09,0972,097215
1101,97216000,Sibuco,09,0972,097216
1102,97217000,Sibutad,09,0972,097217
1103,97218000,Sindangan,09,0972,097218
1104,97219000,Siocon,09,0972,097219
1105,97220000,Sirawai,09,0972,097220
1106,97221000,Tampilisan,09,0972,097221
1107,97222000,Jose Dalman (Ponot),09,0972,097222
1108,97223000,Gutalac,09,0972,097223
1109,97224000,Baliguian,09,0972,097224
1110,97225000,Godod,09,0972,097225
1111,97226000,Bacungan (Leon T. Postigo),09,0972,097226
1112,97227000,Kalawit,09,0972,097227
1113,97302000,Aurora,09,0973,097302
1114,97303000,Bayog,09,0973,097303
1115,97305000,Dimataling,09,0973,097305
1116,97306000,Dinas,09,0973,097306
1117,97307000,Dumalinao,09,0973,097307
1118,97308000,Dumingag,09,0973,097308
1119,97311000,Kumalarang,09,0973,097311
1120,97312000,Labangan,09,0973,097312
1121,97313000,Lapuyan,09,0973,097313
1122,97315000,Mahayag,09,0973,097315
1123,97317000,Margosatubig,09,0973,097317
1124,97318000,Midsalip,09,0973,097318
1125,97319000,Molave,09,0973,097319
1126,97322000,Pagadian City (Capital),09,0973,097322
1127,97323000,Ramon Magsaysay (Liargo),09,0973,097323
1128,97324000,San Miguel,09,0973,097324
1129,97325000,San Pablo,09,0973,097325
1130,97327000,Tabina,09,0973,097327
1131,97328000,Tambulig,09,0973,097328
1132,97330000,Tukuran,09,0973,097330
1133,97332000,Zamboanga City,09,0973,097332
1134,97333000,Lakewood,09,0973,097333
1135,97337000,Josefina,09,0973,097337
1136,97338000,Pitogo,09,0973,097338
1137,97340000,Sominot (Don Mariano Marcos),09,0973,097340
1138,97341000,Vincenzo A. Sagun,09,0973,097341
1139,97343000,Guipos,09,0973,097343
1140,97344000,Tigbao,09,0973,097344
1141,98301000,Alicia,09,0983,098301
1142,98302000,Buug,09,0983,098302
1143,98303000,Diplahan,09,0983,098303
1144,98304000,Imelda,09,0983,098304
1145,98305000,Ipil (Capital),09,0983,098305
1146,98306000,Kabasalan,09,0983,098306
1147,98307000,Mabuhay,09,0983,098307
1148,98308000,Malangas,09,0983,098308
1149,98309000,Naga,09,0983,098309
1150,98310000,Olutanga,09,0983,098310
1151,98311000,Payao,09,0983,098311
1152,98312000,Roseller Lim,09,0983,098312
1153,98313000,Siay,09,0983,098313
1154,98314000,Talusan,09,0983,098314
1155,98315000,Titay,09,0983,098315
1156,98316000,Tungawan,09,0983,098316
1157,99701000,City Of Isabela,09,0997,099701
1158,101301000,Baungon,10,1013,101301
1159,101302000,Damulog,10,1013,101302
1160,101303000,Dangcagan,10,1013,101303
1161,101304000,Don Carlos,10,1013,101304
1162,101305000,Impasug-Ong,10,1013,101305
1163,101306000,Kadingilan,10,1013,101306
1164,101307000,Kalilangan,10,1013,101307
1165,101308000,Kibawe,10,1013,101308
1166,101309000,Kitaotao,10,1013,101309
1167,101310000,Lantapan,10,1013,101310
1168,101311000,Libona,10,1013,101311
1169,101312000,City Of Malaybalay (Capital),10,1013,101312
1170,101313000,Malitbog,10,1013,101313
1171,101314000,Manolo Fortich,10,1013,101314
1172,101315000,Maramag,10,1013,101315
1173,101316000,Pangantucan,10,1013,101316
1174,101317000,Quezon,10,1013,101317
1175,101318000,San Fernando,10,1013,101318
1176,101319000,Sumilao,10,1013,101319
1177,101320000,Talakag,10,1013,101320
1178,101321000,City Of Valencia,10,1013,101321
1179,101322000,Cabanglasan,10,1013,101322
1180,101801000,Catarman,10,1018,101801
1181,101802000,Guinsiliban,10,1018,101802
1182,101803000,Mahinog,10,1018,101803
1183,101804000,Mambajao (Capital),10,1018,101804
1184,101805000,Sagay,10,1018,101805
1185,103501000,Bacolod,10,1035,103501
1186,103502000,Baloi,10,1035,103502
1187,103503000,Baroy,10,1035,103503
1188,103504000,Iligan City,10,1035,103504
1189,103505000,Kapatagan,10,1035,103505
1190,103506000,Sultan Naga Dimaporo (Karomatan),10,1035,103506
1191,103507000,Kauswagan,10,1035,103507
1192,103508000,Kolambugan,10,1035,103508
1193,103509000,Lala,10,1035,103509
1194,103510000,Linamon,10,1035,103510
1195,103511000,Magsaysay,10,1035,103511
1196,103512000,Maigo,10,1035,103512
1197,103513000,Matungao,10,1035,103513
1198,103514000,Munai,10,1035,103514
1199,103515000,Nunungan,10,1035,103515
1200,103516000,Pantao Ragat,10,1035,103516
1201,103517000,Poona Piagapo,10,1035,103517
1202,103518000,Salvador,10,1035,103518
1203,103519000,Sapad,10,1035,103519
1204,103520000,Tagoloan,10,1035,103520
1205,103521000,Tangcal,10,1035,103521
1206,103522000,Tubod (Capital),10,1035,103522
1207,103523000,Pantar,10,1035,103523
1208,104201000,Aloran,10,1042,104201
1209,104202000,Baliangao,10,1042,104202
1210,104203000,Bonifacio,10,1042,104203
1211,104204000,Calamba,10,1042,104204
1212,104205000,Clarin,10,1042,104205
1213,104206000,Concepcion,10,1042,104206
1214,104207000,Jimenez,10,1042,104207
1215,104208000,Lopez Jaena,10,1042,104208
1216,104209000,Oroquieta City (Capital),10,1042,104209
1217,104210000,Ozamis City,10,1042,104210
1218,104211000,Panaon,10,1042,104211
1219,104212000,Plaridel,10,1042,104212
1220,104213000,Sapang Dalaga,10,1042,104213
1221,104214000,Sinacaban,10,1042,104214
1222,104215000,Tangub City,10,1042,104215
1223,104216000,Tudela,10,1042,104216
1224,104217000,Don Victoriano Chiongbian  (Don Mariano Marcos),10,1042,104217
1225,104301000,Alubijid,10,1043,104301
1226,104302000,Balingasag,10,1043,104302
1227,104303000,Balingoan,10,1043,104303
1228,104304000,Binuangan,10,1043,104304
1229,104305000,Cagayan De Oro City (Capital),10,1043,104305
1230,104306000,Claveria,10,1043,104306
1231,104307000,City Of El Salvador,10,1043,104307
1232,104308000,Gingoog City,10,1043,104308
1233,104309000,Gitagum,10,1043,104309
1234,104310000,Initao,10,1043,104310
1235,104311000,Jasaan,10,1043,104311
1236,104312000,Kinoguitan,10,1043,104312
1237,104313000,Lagonglong,10,1043,104313
1238,104314000,Laguindingan,10,1043,104314
1239,104315000,Libertad,10,1043,104315
1240,104316000,Lugait,10,1043,104316
1241,104317000,Magsaysay (Linugos),10,1043,104317
1242,104318000,Manticao,10,1043,104318
1243,104319000,Medina,10,1043,104319
1244,104320000,Naawan,10,1043,104320
1245,104321000,Opol,10,1043,104321
1246,104322000,Salay,10,1043,104322
1247,104323000,Sugbongcogon,10,1043,104323
1248,104324000,Tagoloan,10,1043,104324
1249,104325000,Talisayan,10,1043,104325
1250,104326000,Villanueva,10,1043,104326
1251,112301000,Asuncion (Saug),11,1123,112301
1252,112303000,Carmen,11,1123,112303
1253,112305000,Kapalong,11,1123,112305
1254,112314000,New Corella,11,1123,112314
1255,112315000,City Of Panabo,11,1123,112315
1256,112317000,Island Garden City Of Samal,11,1123,112317
1257,112318000,Santo Tomas,11,1123,112318
1258,112319000,City Of Tagum (Capital),11,1123,112319
1259,112322000,Talaingod,11,1123,112322
1260,112323000,Braulio E. Dujali,11,1123,112323
1261,112324000,San Isidro,11,1123,112324
1262,112401000,Bansalan,11,1124,112401
1263,112402000,Davao City,11,1124,112402
1264,112403000,City Of Digos (Capital),11,1124,112403
1265,112404000,Hagonoy,11,1124,112404
1266,112406000,Kiblawan,11,1124,112406
1267,112407000,Magsaysay,11,1124,112407
1268,112408000,Malalag,11,1124,112408
1269,112410000,Matanao,11,1124,112410
1270,112411000,Padada,11,1124,112411
1271,112412000,Santa Cruz,11,1124,112412
1272,112414000,Sulop,11,1124,112414
1273,112501000,Baganga,11,1125,112501
1274,112502000,Banaybanay,11,1125,112502
1275,112503000,Boston,11,1125,112503
1276,112504000,Caraga,11,1125,112504
1277,112505000,Cateel,11,1125,112505
1278,112506000,Governor Generoso,11,1125,112506
1279,112507000,Lupon,11,1125,112507
1280,112508000,Manay,11,1125,112508
1281,112509000,City Of Mati (Capital),11,1125,112509
1282,112510000,San Isidro,11,1125,112510
1283,112511000,Tarragona,11,1125,112511
1284,118201000,Compostela,11,1182,118201
1285,118202000,Laak (San Vicente),11,1182,118202
1286,118203000,Mabini (Do?A Alicia),11,1182,118203
1287,118204000,Maco,11,1182,118204
1288,118205000,Maragusan (San Mariano),11,1182,118205
1289,118206000,Mawab,11,1182,118206
1290,118207000,Monkayo,11,1182,118207
1291,118208000,Montevista,11,1182,118208
1292,118209000,Nabunturan (Capital),11,1182,118209
1293,118210000,New Bataan,11,1182,118210
1294,118211000,Pantukan,11,1182,118211
1295,118601000,Don Marcelino,11,1186,118601
1296,118602000,Jose Abad Santos (Trinidad),11,1186,118602
1297,118603000,Malita,11,1186,118603
1298,118604000,Santa Maria,11,1186,118604
1299,118605000,Sarangani,11,1186,118605
1300,124701000,Alamada,12,1247,124701
1301,124702000,Carmen,12,1247,124702
1302,124703000,Kabacan,12,1247,124703
1303,124704000,City Of Kidapawan (Capital),12,1247,124704
1304,124705000,Libungan,12,1247,124705
1305,124706000,Magpet,12,1247,124706
1306,124707000,Makilala,12,1247,124707
1307,124708000,Matalam,12,1247,124708
1308,124709000,Midsayap,12,1247,124709
1309,124710000,M'Lang,12,1247,124710
1310,124711000,Pigkawayan,12,1247,124711
1311,124712000,Pikit,12,1247,124712
1312,124713000,President Roxas,12,1247,124713
1313,124714000,Tulunan,12,1247,124714
1314,124715000,Antipas,12,1247,124715
1315,124716000,Banisilan,12,1247,124716
1316,124717000,Aleosan,12,1247,124717
1317,124718000,Arakan,12,1247,124718
1318,126302000,Banga,12,1263,126302
1319,126303000,General Santos City (Dadiangas),12,1263,126303
1320,126306000,City Of Koronadal (Capital),12,1263,126306
1321,126311000,Norala,12,1263,126311
1322,126312000,Polomolok,12,1263,126312
1323,126313000,Surallah,12,1263,126313
1324,126314000,Tampakan,12,1263,126314
1325,126315000,Tantangan,12,1263,126315
1326,126316000,T'Boli,12,1263,126316
1327,126317000,Tupi,12,1263,126317
1328,126318000,Santo Ni?O,12,1263,126318
1329,126319000,Lake Sebu,12,1263,126319
1330,126501000,Bagumbayan,12,1265,126501
1331,126502000,Columbio,12,1265,126502
1332,126503000,Esperanza,12,1265,126503
1333,126504000,Isulan (Capital),12,1265,126504
1334,126505000,Kalamansig,12,1265,126505
1335,126506000,Lebak,12,1265,126506
1336,126507000,Lutayan,12,1265,126507
1337,126508000,Lambayong (Mariano Marcos),12,1265,126508
1338,126509000,Palimbang,12,1265,126509
1339,126510000,President Quirino,12,1265,126510
1340,126511000,City Of Tacurong,12,1265,126511
1341,126512000,Sen. Ninoy Aquino,12,1265,126512
1342,128001000,Alabel (Capital),12,1280,128001
1343,128002000,Glan,12,1280,128002
1344,128003000,Kiamba,12,1280,128003
